id,content,command_and_control,infection_propagation,secondary_operation,machine_access_control,anti_detection,exfiltration,data_theft,collection,integrity_violation,persistence,destruction,anti_code_analysis,security_degradation,privilege_escalation,availability_violation,anti_behavioral_analysis,discovery
27,"Within a two-week window, ""John Kasai"" also registered the following domains: airtravelabroad.com, beijingnewsblog.net, grouptumbler.com, leveldelta.com, nasdaqblog.net, natureinhome.com, nestedmail.com, nostressjob.com, nytunion.com, oilnewsblog.com, sixsquare.net and ustradecomp.com.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,This is significant because the domains leveldelta.com and grouptumbler.com have previously been identified as C&C domains used by MiniDuke.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"This strongly suggests that although OnionDuke and MiniDuke are two separate families of malware, the actors behind them are connected through the use of shared infrastructure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,A visualization of the infrastructure shared between OnionDuke and MiniDuke.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"Based on compilation timestamps and discovery dates of samples we have observed, we believe the OnionDuke operators have been infecting downloaded executables at least since the end of October 2013.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"We also have evidence suggesting that, at least since February of 2014, OnionDuke has not only been spread by modifying downloaded executables but also by infecting executables in .torrent files containing pirated software.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"However, it would seem that the OnionDuke family is much older, both based on older compilation timestamps and also on the fact that some of the embedded configuration data make reference to an apparent version number of 4 suggesting that at least three earlier versions of the family exist.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"During our research, we have also uncovered strong evidence suggesting that OnionDuke has been used in targeted attacks against European government agencies, although we have so far been unable to identify the infection vector(s).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Interestingly, this would suggest two very different targeting strategies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"On one hand is the ""shooting a fly with a cannon"" mass-infection strategy through modified binaries and, on the other, the more surgical targeting traditionally associated with APT operations.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"In any case, although much is still shrouded in mystery and speculation, one thing is certain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"While using Tor may help you stay anonymous, it does at the same time paint a huge target on your back.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,It's never a good idea to download binaries via Tor (or anything else) without encryption.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,The problem with Tor is that you have no idea who is maintaining the exit node you are using and what their motives are.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"VPNs (such as our Freedome VPN) will encrypt your connection all the way through the Tor network, so the maintainers of Tor exit nodes will not see your traffic and can't tamper with it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Samples.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,• a75995f94854dea8799650a2f4a97980b71199d2 • b491c14d8cfb48636f6095b7b16555e9a575d57f • d433f281cf56015941a1c2cb87066ca62ea1db37.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"Detected as: Trojan-Dropper:W32/OnionDuke.A, Backdoor:W32/OnionDuke.A, and Backdoor:W32/OnionDuke.B.",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Post by — Artturi (@lehtior2).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SECRET MALWARE IN EUROPEAN UNION ATTACK LINKED TO U.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,AND BRITISH INTELLIGENCE.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Complex malware known as Regin is the suspected technology behind sophisticated cyberattacks conducted by U.S.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"and British intelligence agencies on the European Union and a Belgian telecommunications company, according to security industry sources and technical analysis conducted by The Intercept.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Regin was found on infected internal computer systems and email servers at Belgacom, a partly state-owned Belgian phone and internet provider, following reports last year that the company was targeted in a top-secret surveillance operation carried out by British spy agency Government Communications Headquarters, industry sources told The Intercept.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"The malware, which steals data from infected systems and disguises itself as legitimate Microsoft software, has also been identified on the same European Union computer systems that were targeted for surveillance by the National Security Agency.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6,The hacking operations against Belgacom and the European Union were first revealed last year through documents leaked by NSA whistleblower Edward Snowden.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"The specific malware used in the attacks has never been disclosed, however.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"The Regin malware, whose existence was first reported by the security firm Symantec on Sunday, is among the most sophisticated ever discovered by researchers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"Symantec compared Regin to Stuxnet, a state-sponsored malware program developed by the U.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,and Israel to sabotage computers at an Iranian nuclear facility.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"Sources familiar with internal investigations at Belgacom and the European Union have confirmed to The Intercept that the Regin malware was found on their systems after they were compromised, linking the spy tool to the secret GCHQ and NSA operations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"Ronald Prins, a security expert whose company Fox IT was hired to remove the malware from Belgacom’s networks, told The Intercept that it was “the most sophisticated malware” he had ever studied.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"“Having analyzed this malware and looked at the [previously published] Snowden documents,” Prins said, “I’m convinced Regin is used by British and American intelligence services.” A spokesman for Belgacom declined to comment specifically about the Regin revelations, but said that the company had shared “every element about the attack” with a federal prosecutor in Belgium who is conducting a criminal investigation into the intrusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"“It’s impossible for us to comment on this,” said Jan Margot, a spokesman for Belgacom.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"“It’s always been clear to us the malware was highly sophisticated, but ever since the clean-up this whole story belongs to the past for us.” In a hacking mission codenamed Operation Socialist, GCHQ gained access to Belgacom’s internal systems in 2010 by targeting engineers at the company.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,The agency secretly installed so-called malware “implants” on the employees’ computers by sending their internet connection to a fake LinkedIn page.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"The malicious LinkedIn page launched a malware attack, infecting the employees’ computers and giving the spies total control of their systems, allowing GCHQ to get deep inside Belgacom’s networks to steal data.",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,"The implants allowed GCHQ to conduct surveillance of internal Belgacom company communications and gave British spies the ability to gather data from the company’s network and customers, which include the European Commission, the European Parliament, and the European Council.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
19,The software implants used in this case were part of the suite of malware now known as Regin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"One of the keys to Regin is its stealth: To avoid detection and frustrate analysis, malware used in such operations frequently adhere to a modular design.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21,"This involves the deployment of the malware in stages, making it more difficult to analyze and mitigating certain risks of being caught.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Based on an analysis of the malware samples, Regin appears to have been developed over the course of more than a decade; The Intercept has identified traces of its components dating back as far as 2003.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"Regin was mentioned at a recent Hack.lu conference in Luxembourg, and Symantec’s report on Sunday said the firm had identified Regin on infected systems operated by private companies, government entities, and research institutes in countries such as Russia, Saudi Arabia, Mexico, Ireland, Belgium, and Iran.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"The use of hacking techniques and malware in state-sponsored espionage has been publicly documented over the last few years: China has been linked to extensive cyber espionage, and recently the Russian government was also alleged to have been behind a cyber attack on the White House.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Regin further demonstrates that Western intelligence agencies are also involved in covert cyberespionage.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,GCHQ declined to comment for this story.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"The agency issued its standard response to inquiries, saying that “it is longstanding policy that we do not comment on intelligence matters” and “all of GCHQ’s work is carried out in accordance with a strict legal and policy framework, which ensures that our activities are authorised, necessary and proportionate.” The NSA said in a statement, “We are not going to comment on The Intercept’s speculation.” The Intercept has obtained samples of the malware from sources in the security community and is making it available for public download in an effort to encourage further research and analysis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"(To download the malware, click here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,The file is encrypted; to access it on your machine use the password “infected.”) What follows is a brief technical analysis of Regin conducted by The Intercept’s computer security staff.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"Regin is an extremely complex, multi-faceted piece of work and this is by no means a definitive analysis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"In the coming weeks, The Intercept will publish more details about Regin and the infiltration of Belgacom as part of an investigation in partnership with Belgian and Dutch newspapers De Standaard and NRC Handelsblad.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Origin of Regin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"In Nordic mythology, the name Regin is associated with a violent dwarf who is corrupted by greed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"It is unclear how the Regin malware first got its name, but the name appeared for the first time on the VirusTotal website on March 9th 2011.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"Der Spiegel reported that, according to Snowden documents, the computer networks of the European Union were infiltrated by the NSA in the months before the first discovery of Regin.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,Industry sources familiar with the European Parliament intrusion told The Intercept that such attacks were conducted through the use of Regin and provided samples of its code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"This discovery, the sources said, may have been what brought Regin to the wider attention of security vendors.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"Also on March 9th 2011, Microsoft added related entries to its Malware Encyclopedia.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Alert level: Severe First detected by definition: 1.99.894.0 Latest detected by definition: 1.173.2181.0 and higher First detected on: Mar 09, 2011 This entry was first published on: Mar 09, 2011 This entry was updated on: Not available.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"Two more variants of Regin have been added to the Encyclopedia, Regin.B and Regin.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Microsoft appears to detect the 64-bit variants of Regin as Prax.A and Prax.B.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,None of the Regin/Prax entries are provided with any sort of summary or technical information.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,The following Regin components have been identified.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Loaders.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,The first stage are drivers which act as loaders for a second stage.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,They have an encrypted block which points to the location of the 2nd stage payload.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"On NTFS, that is an Extended Attribute Stream; on FAT, they use the registry to store the body.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"When started, this stage simply loads and executes Stage 2.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,The Regin loaders that are disguised as Microsoft drivers with names such as.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,serial.sys cdaudio.sys atdisk.sys parclass.sys usbclass.sys.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Mimicking Microsoft drivers allows the loaders to better disguise their presence on the system and appear less suspicious to host intrusion detection systems.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,Second stage loader.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"When launched, it cleans traces of the initial loader, loads the next part of the toolkit and monitors its execution.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"On failure, Stage 2 is able to disinfect the compromised device.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"The malware zeroes out its PE (Portable Executable, the Windows executable format) headers in memory, replacing “MZ” with its own magic marker 0xfedcbafe.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Orchestrator.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,This component consists of a service orchestrator working in Windows’ kernel.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,It initializes the core components of the architecture and loads the next parts of the malware.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Information Harvesters.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"This stage is composed of a service orchestrator located in user land, provided with many modules which are loaded dynamically as needed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"These modules can include data collectors, a self-defense engine which detects if attempts to detect the toolkit occur, functionality for encrypted communications, network capture programs, and remote controllers of different kinds.",0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
62,Stealth Implant.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"The Intercept’s investigation revealed a sample uploaded on VirusTotal on March 14th 2012 that presents the unique 0xfedcbafe header, which is a sign that it might have been loaded by a Regin driver and it appears to provide stealth functionality for the tool kit.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,"This picture shows the very first bytes of the sample in question, showing the unique 0xfedcbafe header at the beginning.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"In order to access information stored in the computer’s memory, programs use objects that reference specific locations in memory called pointers.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,"This binary file contains some of such pointers initialized, which corroborates the hypothesis that the file was dumped from memory during a forensic analysis of a compromised system.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,The sample has the following SHA256 hash.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,fe1419e9dde6d479bd7cda27edd39fafdab2668d498931931a2769b370727129.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,This sample gives a sense of the sophistication of the actors and the length of the precautions they have been taking in order to operate as stealthily as possible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"When a Windows kernel driver needs to allocate memory to store some type of data, it creates so called kernel pools.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Such memory allocations have specific headers and tags that are used to identify the type of objects contained within the block.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"For example such tags could be Proc, Thrd or File, which respectively indicate that the given block would contain a process, thread or file object structure.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"When performing forensic analysis of a computer’s memory, it is common to use a technique called pool scanning to parse the kernel memory, enumerate such kernel pools, identify the type of content and extract it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"Just like Regin loader drivers, this driver repeatedly uses the generic “Ddk “ tag with ExAllocatePoolWithTag() when allocating all kernel pools.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,This picture shows the use of the “ddk “ tag when allocating memory with the Windows ExAllocatePoolWIthTag() function.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,The generic tag which is used throughout the operating system when a proper tag is not specified.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"This makes it more difficult for forensic analysts to find any useful information when doing pool scanning, since all its memory allocations will mix with many generic others.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"In addition, when freeing memory using ExFreePool(), the driver zeroes the content, probably to avoid leaving traces in pool memory.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"The driver also contains routines to check for specific builds of the Windows kernel in use, including very old versions such as for Windows NT4 Terminal Server and Windows 2000, and then adapts its behavior accordingly.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,"Windows kernel drivers operate on different levels of priority, from the lowest PASSIVE_LEVEL to the highest HIGH_LEVEL.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,This level is used by the processor to know what service give execution priority to and to make sure that the system doesn’t try to allocate used resources which could result in a crash.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"This Regin driver recurrently checks that the current IRQL (Interrupt Request Level) is set to PASSIVE_LEVEL using the KeGetCurrentIrql() function in many parts of the code, probably in order to operate as silently as possible and to prevent possible IRQL confusion.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,This technique is another example of the level of precaution the developers took while designing this malware framework.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"Upon execution of the unload routine (located at 0xFDEFA04A), the driver performs a long sequence of steps to remove remaining traces and artifacts.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,Belgacom Sample.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"In an interview given to the Belgian magazine MondiaalNiews, Fabrice Clément, head of security of Belgacom, said that the company first identified the attack on June 21, 2013.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,In the same interview Clément says that the computers targeted by the attackers included staff workstations as well as email servers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,These statements confirm the timing and techniques used in the attack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"From previously identified Regin samples, The Intercept developed unique signatures which could identify this toolkit.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"A zip archive with a sample identified as Regin/Prax was found in VirusTotal, a free, online website which allows people to submit files to be scanned by several anti-virus products.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"The zip archive was submitted on 2013-06-21 07:58:37 UTC from Belgium, the date identified by Clément.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"Sources familiar with the Belgacom intrusion told The Intercept that this sample was uploaded by a systems administrator at the company, who discovered the malware and uploaded it in an attempt to research what type of malware it was.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,The archive contains.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Along with other files The Intercept found the output of a forensic tool, GetThis, which is being run on target systems looking for malware.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"From the content of the GetThis.log file, we can see that a sample called “svcsstat.exe” and located in C:\Windows\System32\ was collected and a copy of it was stored.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,The malware in question is “0001000000000C1C_svcsstat.exe_sample ”.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,This is a 64bit variant of the first stage Regin loader aforementioned.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"The archive also contains the output of ProcMon, “Process Monitor”, a system monitoring tool distributed by Microsoft and commonly used in forensics and intrusion analysis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,This file identifies the infected system and provides a variety of interesting information about the network.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,For instance.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,USERDNSDOMAIN=BGC.NET USERDOMAIN=BELGACOM USERNAME=id051897a USERPROFILE=C:\Users\id051897a.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"The following environment variable shows that the system was provided with a Microsoft SQL server and a Microsoft Exchange server, indicating that it might one of the compromised corporate mail server Fabrice Clément mentioned to Mondiaal News.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Path=C:\Program Files\Legato\nsr\bin;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Program Files\Microsoft Network Monitor 3\;C:\Program Files\System Center Operations Manager 2007\;c:\Program Files (x86)\Microsoft SQL Server\90\Tools\binn\;D:\Program Files\Microsoft\Exchange Server\bin.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Below is a list of hashes for the files The Intercept is making available for download.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Given that that it has been over a year since the Belgacom operation was publicly outed, The Intercept considers it likely that the GCHQ/NSA has replaced their toolkit and no current operations will be affected by the publication of these samples.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Regin Samples.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,32-bit Loaders.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,20831e820af5f41353b5afab659f2ad42ec6df5d9692448872f3ed8bbb40ab92 7553d4a5914af58b23a9e0ce6a262cd230ed8bb2c30da3d42d26b295f9144ab7 f89549fc84a8d0f8617841c6aa4bb1678ea2b6081c1f7f74ab1aebd4db4176e4 fd92fd7d0f925ccc0b4cbb6b402e8b99b64fa6a4636d985d78e5507bd4cfecef 225e9596de85ca7b1025d6e444f6a01aa6507feef213f4d2e20da9e7d5d8e430 9cd5127ef31da0e8a4e36292f2af5a9ec1de3b294da367d7c05786fe2d5de44f b12c7d57507286bbbe36d7acf9b34c22c96606ffd904e3c23008399a4a50c047 f1d903251db466d35533c28e3c032b7212aa43c8d64ddf8c5521b43031e69e1e 4e39bc95e35323ab586d740725a1c8cbcde01fe453f7c4cac7cced9a26e42cc9 a0d82c3730bc41e267711480c8009883d1412b68977ab175421eabc34e4ef355 a7493fac96345a989b1a03772444075754a2ef11daa22a7600466adc1f69a669 5001793790939009355ba841610412e0f8d60ef5461f2ea272ccf4fd4c83b823 a6603f27c42648a857b8a1cbf301ed4f0877be75627f6bbe99c0bfd9dc4adb35 8d7be9ed64811ea7986d788a75cbc4ca166702c6ff68c33873270d7c6597f5db 40c46bcab9acc0d6d235491c01a66d4c6f35d884c19c6f410901af6d1e33513b df77132b5c192bd8d2d26b1ebb19853cf03b01d38afd5d382ce77e0d7219c18c 7d38eb24cf5644e090e45d5efa923aff0e69a600fb0ab627e8929bb485243926 a7e3ad8ea7edf1ca10b0e5b0d976675c3016e5933219f97e94900dea0d470abe a0e3c52a2c99c39b70155a9115a6c74ea79f8a68111190faa45a8fd1e50f8880 d42300fea6eddcb2f65ffec9e179e46d87d91affad55510279ecbb0250d7fdff 5c81cf8262f9a8b0e100d2a220f7119e54edfc10c4fb906ab7848a015cd12d90 b755ed82c908d92043d4ec3723611c6c5a7c162e78ac8065eb77993447368fce c0cf8e008fbfa0cb2c61d968057b4a077d62f64d7320769982d28107db370513 cca1850725f278587845cd19cbdf3dceb6f65790d11df950f17c5ff6beb18601 ecd7de3387b64b7dab9a7fb52e8aa65cb7ec9193f8eac6a7d79407a6a932ef69 e1ba03a10a40aab909b2ba58dcdfd378b4d264f1f4a554b669797bbb8c8ac902 392f32241cd3448c7a435935f2ff0d2cdc609dda81dd4946b1c977d25134e96e 9ddbe7e77cb5616025b92814d68adfc9c3e076dddbe29de6eb73701a172c3379 8389b0d3fb28a5f525742ca2bf80a81cf264c806f99ef684052439d6856bc7e7.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,32-bit Rootkit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,fe1419e9dde6d479bd7cda27edd39fafdab2668d498931931a2769b370727129.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,32-bit Orchestrator.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,e420d0cf7a7983f78f5a15e6cb460e93c7603683ae6c41b27bf7f2fa34b2d935 4139149552b0322f2c5c993abccc0f0d1b38db4476189a9f9901ac0d57a656be.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,64-bit Loader (Belgacom).,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,4d6cebe37861ace885aa00046e2769b500084cc79750d2bf8c1e290a1c42aaff.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Photo credit: Winfried Rothermel/AP.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,OrcaRAT - A whale of a tale.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"By Dan Kelly and Tom Lancaster It’s every malware analyst’s dream to be handed a sample which is, so far, unnamed by the AV community - especially when the malware in question may have links to a well-known APT group.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"In my line of work I analyse several ‘unknown’ malware samples a week, but often it turns out that they are simply new variants of existing malware families.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Recently I was fortunate enough to be handed something that not only had a low detection rate but, aside from heuristics, seemed to be relatively unknown to the top 40 anti-virus companies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,In this post I will walk you through the malware family we’ve dubbed “OrcaRAT”.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"First of all, it is worth pointing out that most of the malware I see on a day-to-day basis is espionage orientated, and very rarely do the programmers and operators make much effort to cover their tracks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,The use of forged HTTP headers is a common occurrence and simple mistakes within these headers are frequent.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,The malware in question was handed to me by one of our threat intelligence analysts who was hunting through infrastructure associated with some samples of Comfoo[1] malware and happened across a malware sample (253a704acd7952677c70e0c2d787791b8359efe2c92a5e77acea028393a85613) he didn’t recognise.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"He immediately took the malware and passed it through first stage analysis, which involves running the file in a sandbox environment.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"After this, he handed it over for more in-depth capability analysis.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,The structure I began by looking over the sandbox report.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,The first thing that drew my attention was the URI structure.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"(A screenshot showing the HTTP headers and URI structure that OrcaRAT produces) To those of us who are familiar with decoding data, you will notice that the URI string formatting appears to be a modified version of the Base64 algorithm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"To understand this structure more, we must reverse engineer the functions that generate and then encode the data.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Firstly we begin by analysing the routines that produce the data which is later encoded and sent in the HTTP URI field.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,The very first thing that jumped out when disassembling the malware is the simplicity and cleanliness of the code.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"There are also a significant number of Windows Crypto API[2] functions imported by the malware, so we can assume this indicates that it uses encryption.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"(A screenshot showing the functions that are imported by OrcaRAT) Delving deeper in to the disassembly, we come across the preamble to the URI generation function.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
